ASV_ID,Domain,Phylum,Class,Order,Family,Genus,Species
3f095ff13132598a88f736d7c69e8daa,Bacteria,Firmicutes,Clostridia,Oscillospirales,[Eubacterium]_coprostanoligenes_group,[Eubacterium]_coprostanoligenes_group,
0e318d75f7d89a35be265613182f05f9,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Lachnospiraceae_NK4A136_group,uncultured_organism
b030ad7443cc1ffbff5c3a72d4290b81,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,F082,F082,uncultured_bacterium
1bd4f5705903cbe5e2c9b64322442f97,Bacteria,Synergistota,Synergistia,Synergistales,Synergistaceae,Fretibacterium,Synergistales_bacterium
d544e18b83fa5ae52f61a9262de873c2,Bacteria,Firmicutes,Bacilli,Bacillales,Planococcaceae,Lysinibacillus,
a975f11df2d33bfbfa36275eabb642ac,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides_uniformis
d5df56a5170adcbbba8c73c22fb77718,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,
8ac34f760701ebf22c4c76ae98dde5d9,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,,
6dd079ddc08f2c497608432d053cd83e,Bacteria,Patescibacteria,Gracilibacteria,JGI_0000069-P22,JGI_0000069-P22,JGI_0000069-P22,Gracilibacteria_bacterium
d17eecbbf6fcb51817e138e7557d8637,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,
2783e3139d623a1f98833f139b315b98,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Rikenellaceae,Rikenellaceae_RC9_gut_group,uncultured_bacterium
e4fa3ac921e7e9f0fa92309854eaada9,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,,
c8257c29d71c2a299a346fa28a4b54df,Archaea,Halobacterota,Methanomicrobia,Methanomicrobiales,Methanocorpusculaceae,Methanocorpusculum,uncultured_archaeon
ded8a16852b4c75b74c95989bca556c2,Bacteria,Firmicutes,Clostridia,Oscillospirales,[Eubacterium]_coprostanoligenes_group,[Eubacterium]_coprostanoligenes_group,uncultured_bacterium
15a0e1ae1852af6ce4faff1eb78f6a9e,Bacteria,Firmicutes,Clostridia,Christensenellales,Christensenellaceae,Christensenellaceae_R-7_group,unidentified_rumen
a8c35303abfaff02cd9df06bea586e9b,Archaea,Halobacterota,Methanomicrobia,Methanomicrobiales,Methanocorpusculaceae,Methanocorpusculum,uncultured_archaeon
da0082c12a79846ce1f8cd4df0f7095a,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,Saccharimonadaceae,TM7x,
7537a5cd9ffab5ca2ebfe75496bffd8e,Bacteria,Firmicutes,Clostridia,Clostridia,Hungateiclostridiaceae,Saccharofermentans,
1f2bb4ee12e652e46cb87c1bbfcbf31e,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Brachymonas,Brachymonas_sp.
0ae5eba8deeeb858f8b861d941f39ba8,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,
9cacba69ca319fadeb60df1ed633beaf,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Rikenellaceae,Rikenellaceae_RC9_gut_group,
523e0d01d6e776651dda7355f837d9cb,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidales_BS11_gut_group,Bacteroidales_BS11_gut_group,uncultured_bacterium
fe612d8191326d5fb553c5604cb27645,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Peptostreptococcaceae,Terrisporobacter,
db39f42d0c2c62b1eb01c4cd65d3985e,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,
7baddf2164a87a559fafc211505280c9,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Lachnoclostridium,unidentified
0a293f6b33c88b2daaf1c5683145f6fb,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,F082,F082,uncultured_bacterium
1df64c14c510404a9d6291132db0cb33,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,,
1c0d76355938c9ebd7e819bc09c14fc9,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidales_UCG-001,Bacteroidales_UCG-001,uncultured_rumen
8225b57f3a36b0d57d09898b42391bb5,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Micrococcaceae,Arthrobacter,
dac8427566caa80ff5afe3c37b2689fb,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,,
2ff90e381a9ba962d7a74d18ea325441,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia-Shigella,
bc4f7c03941098c794a2aff800997049,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium_sensu_stricto_1,
d12a54717c516004f3f0284bf7e2fc63,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Rikenellaceae,Rikenellaceae_RC9_gut_group,uncultured_bacterium
84e2dcbb06e7a87f0a970c2c66723e10,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,uncultured,uncultured,
233fd97f83e93d3069ffb973a2838dc7,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,F082,F082,uncultured_bacterium
09781091197845218dd042fc6b905b78,Bacteria,Fibrobacterota,Fibrobacteria,Fibrobacterales,Fibrobacteraceae,Fibrobacter,uncultured_bacterium
e3227b5c3c7f01d683fbccb3e79b5edd,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidales_UCG-001,Bacteroidales_UCG-001,uncultured_rumen
a9f42ff5525a757dae91d15abeea2f34,Bacteria,Firmicutes,Clostridia,Christensenellales,Christensenellaceae,Christensenellaceae_R-7_group,
7e626bfce376990138fc37c351a5e420,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides_stercorirosoris
0cf6e6ee11858ca7e27da498550d3638,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,
9ccc31dad701521875e9c82cbb50f947,Bacteria,Desulfobacterota,Desulfobulbia,Desulfobulbales,Desulfobulbaceae,Desulfobulbus,Desulfobulbus_sp.
c8687cc5f5fbad9eb4b065ed469f795c,Bacteria,Firmicutes,Clostridia,Oscillospirales,[Eubacterium]_coprostanoligenes_group,[Eubacterium]_coprostanoligenes_group,
d2f5152cedb2f72625e238e8c49b97af,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidales_UCG-001,Bacteroidales_UCG-001,uncultured_rumen
b28f0bcccb5c39daeeabd2aac6531ebf,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,
f5c521b804904eaff2badf7dd560632d,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Peptostreptococcaceae,Romboutsia,
6968b9358cedffb48c6a8882325000a7,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidales_BS11_gut_group,Bacteroidales_BS11_gut_group,uncultured_bacterium
d7b3de4ef76d1c571e3d27cf46742687,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Akkermansiaceae,Akkermansia,uncultured_bacterium
332a0387e06e59ea833a73ea7a8cfd2f,Bacteria,Verrucomicrobiota,Kiritimatiellae,WCHB1-41,WCHB1-41,WCHB1-41,
44545267c29ce37acd08969327ff422d,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidales_UCG-001,Bacteroidales_UCG-001,uncultured_rumen
01959e5789644613795330df18560a58,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,[Ruminococcus]_gnavus_group,uncultured_bacterium
08b0a4dbc276c2ae7f6cbd8bbdbf5b08,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Marinilabiliaceae,uncultured,uncultured_rumen
db858535f323e4f77a8c17a3e842dde6,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Rikenellaceae,Rikenellaceae_RC9_gut_group,uncultured_bacterium
5b01ad6bdd9d09760ce64736724f242c,Bacteria,Firmicutes,Clostridia,Oscillospirales,UCG-010,UCG-010,uncultured_bacterium
1d0f3eb3f6600eb80d20d63f278216fd,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,,
6637df54c71257af85a54ebd3aacd346,Bacteria,Fibrobacterota,Fibrobacteria,Fibrobacterales,Fibrobacteraceae,Fibrobacter,
400e008a72cd4c547a9ee9ef855cac8d,Bacteria,Spirochaetota,Spirochaetia,Spirochaetales,Spirochaetaceae,Treponema,
ab2d7efc4ba84e68dd401452120f35e4,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotellaceae_UCG-001,
541b0f983e873803d8e7c0007c913e91,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,
80555fae7cc3579fad04cc11e1d3c2bd,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Marinilabiliaceae,uncultured,uncultured_rumen
f73c5e010ccc1cab9b250ef4b281d933,Archaea,Halobacterota,Methanomicrobia,Methanomicrobiales,Methanocorpusculaceae,Methanocorpusculum,uncultured_archaeon
a20a6c3ebe7300306fd1a7e9fb79cd9d,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Peptostreptococcaceae,Paraclostridium,
ab7d3e68b6829eb8300cc4928b306cf3,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,,
45e211be911b74b8df4df97a88fcea62,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,,,
41ba023ecb96aceb9dccf9b008308143,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,uncultured_Bacteroides
4dc142ec132db8fd4e846542b6241d28,Bacteria,Elusimicrobiota,Endomicrobia,Endomicrobiales,Endomicrobiaceae,Endomicrobium,uncultured_rumen
82e7d68f32f3acbd9a009a4e1a460bfb,Bacteria,Fusobacteriota,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,gut_metagenome
79d587d4112fe2f7531c41bf67c27ede,Bacteria,Verrucomicrobiota,Lentisphaeria,Victivallales,vadinBE97,vadinBE97,uncultured_bacterium
4631cc8959af4ecfc74534e2beded4c7,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Peptostreptococcaceae,Paeniclostridium,
2023274f9a002066b351da1d6f087b71,Bacteria,Fusobacteriota,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,
6055abae0486fefd79e5b6452341cce5,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Tannerellaceae,Parabacteroides,Parabacteroides_merdae
c69b9afcd980a1bec15be5617df40bf9,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,,
be26e17e90ec9618ea3731a9c2ade6bd,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidales_RF16_group,Bacteroidales_RF16_group,uncultured_bacterium
f409f7306ff303047b252ac57519d74a,Bacteria,Firmicutes,Clostridia,Oscillospirales,Oscillospiraceae,UCG-005,
6146a9488630696e9083829ae0f299aa,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Photobacterium,
91add55ade34cf70afcd71585b859fa3,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,F082,F082,uncultured_bacterium
8ab9640f84139d3c5fae0bffc4031b9a,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Lachnospiraceae_XPB1014_group,
35afed9b7e47c713df92f794c09edc8c,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,F082,F082,uncultured_bacterium
84eaea3ca415183d0e6ff9ad9bc7002c,Bacteria,Proteobacteria,Alphaproteobacteria,Reyranellales,Reyranellaceae,Reyranella,
9e53ad3369eec85a6e777263a8bd0316,Bacteria,Synergistota,Synergistia,Synergistales,Synergistaceae,uncultured,uncultured_bacterium
c3736f5f0a1ec0db01da72434d8c2497,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidales_UCG-001,Bacteroidales_UCG-001,uncultured_bacterium
78c9695eec40d0b5449386126e98f078,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Marinilabiliaceae,uncultured,uncultured_rumen
8241d462f6ed20ac2b5571d8f7c20047,Bacteria,Firmicutes,Clostridia,Clostridia,Hungateiclostridiaceae,Ruminiclostridium,
d10444f5d5b973723853707f4358d364,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Lachnospiraceae_AC2044_group,uncultured_bacterium
3d9ec1f19d16537c5c2ef69e988e363e,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Lachnoclostridium,unidentified
2ddfe10c04e6d56ac580d47dfd3caac9,Bacteria,Verrucomicrobiota,Kiritimatiellae,WCHB1-41,WCHB1-41,WCHB1-41,uncultured_bacterium
584a5b694061e063b1342e50d2dff7f4,Bacteria,Firmicutes,Clostridia,Oscillospirales,Ruminococcaceae,Candidatus_Soleaferrea,uncultured_bacterium
8acc8e4a544ec7c4f5d33ca716d06116,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotellaceae_UCG-004,uncultured_bacterium
de22f1cdb5d1b1a02abfa4675aec25a1,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Brachymonas,Brachymonas_sp.
6cf1b629d5ce19e53b756bbc432b07ea,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Rikenellaceae,Rikenellaceae_RC9_gut_group,uncultured_bacterium
803a2b46cdc97f78f2ef8a8a5ca286dd,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Peptostreptococcaceae,Terrisporobacter,
01ab7f6227d9be613396428d730aa9d2,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Photobacterium,
75706d2cfd20aaf57b08086ce35e7b74,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotellaceae_UCG-001,uncultured_bacterium
7197f41f0a657c428f701d768fc5305f,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides_vulgatus
9b3344184dcd3e7aae872fa3bb84f3e8,Bacteria,Desulfobacterota,Desulfovibrionia,Desulfovibrionales,Desulfovibrionaceae,Bilophila,
21a99ce9b0fa67589bd12a8c051f033b,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Peptostreptococcaceae,Peptoclostridium,uncultured_bacterium
0d3b2bcf91945b7359e9d6eeba5de699,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Rikenellaceae,Rikenellaceae_RC9_gut_group,uncultured_bacterium
5fbf98ce913a406b06a947a322deaa31,Bacteria,Fusobacteriota,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,
b9d030a5b06046051196be03f8c41fbf,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Lachnospiraceae_AC2044_group,uncultured_bacterium
77a530b2aaf32f926ff19e66d41fffb6,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Lachnospiraceae_ND3007_group,uncultured_Lachnospiraceae
32c6c1272a9b358e3b3a25fed798d50a,Bacteria,Firmicutes,Clostridia,Oscillospirales,Oscillospiraceae,UCG-002,uncultured_bacterium
9dbb25d662cf092147649b3d26beacf9,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,,,
804d64fa351a9d41afcdd3e059543e09,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Rikenellaceae,Rikenellaceae_RC9_gut_group,uncultured_bacterium
5548203643a5761c3d78f848dbe16e3a,Bacteria,Firmicutes,Clostridia,Oscillospirales,[Eubacterium]_coprostanoligenes_group,[Eubacterium]_coprostanoligenes_group,
7a5208b000cba252956acbe8e08ea58f,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotellaceae_UCG-004,uncultured_bacterium
ad934cfab7dc794ce58349397e7f7a70,Bacteria,Firmicutes,Clostridia,Oscillospirales,Ruminococcaceae,Ruminococcus,
96470ec454bc3520b578280d8eab3576,Bacteria,Verrucomicrobiota,Kiritimatiellae,WCHB1-41,WCHB1-41,WCHB1-41,
bc7730b496eff0348b3318cee0a55124,Bacteria,Firmicutes,Clostridia,Oscillospirales,Oscillospiraceae,UCG-002,uncultured_bacterium
1ee27c5920fa7af1f194962163c5d78a,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Anaerovoracaceae,Family_XIII_AD3011_group,uncultured_rumen
141b0b0a9440dcd78946f7c04b1b46d9,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,Saccharimonadaceae,TM7x,uncultured_bacterium
7a85799cdd50f3029cb6a8ec0f7d734f,Bacteria,Firmicutes,Clostridia,Clostridia,Hungateiclostridiaceae,Saccharofermentans,uncultured_bacterium
0105f27487ec81bf9553e11261422174,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Lachnospiraceae_AC2044_group,uncultured_rumen
786bf03b09d6182cecb8fa0c2fd43c5a,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Photobacterium,
9dba6f72d1697594ab1ab5bd0ecd9bd7,Bacteria,Firmicutes,Clostridia,Oscillospirales,Oscillospiraceae,UCG-002,uncultured_bacterium
d0dc2300b1be8f777e83bd000298b194,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,,
002617c7538c530d04308f047a490bf9,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Micrococcaceae,Kocuria,
0198be3b28935ec0adcc12a5ae6a44c7,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotellaceae_UCG-004,uncultured_bacterium
e58f08faa5f770ca04818981590671fd,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Lachnospiraceae_XPB1014_group,uncultured_bacterium
d5e81aa9c0941888a4a28c0a055db3e7,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,
